review_overall,review_aroma,review_appearance,review_palate,review_taste,cluster
4.0,3.5,3.5,4.0,3.5,159
4.0,4.5,4.0,4.0,4.0,8
4.5,3.5,4.0,3.5,4.0,264
3.5,3.5,4.0,3.5,4.0,357
4.0,3.0,4.0,3.5,3.5,107
4.0,2.5,4.0,3.5,3.5,-1
3.0,2.5,2.0,2.0,1.5,-1
4.0,4.0,4.0,3.5,3.5,177
3.5,3.5,4.5,3.5,3.5,231
4.0,4.0,4.5,4.0,5.0,624
5.0,4.5,4.0,4.5,5.0,291
3.0,3.0,3.0,3.0,3.5,590
4.5,3.5,4.0,4.0,3.5,316
3.5,3.0,3.5,3.5,3.0,75
3.5,3.0,3.5,3.0,3.0,570
3.0,4.0,3.5,3.5,3.0,750
4.0,4.0,4.0,4.0,4.0,49
4.0,3.5,3.5,3.0,4.0,748
4.0,4.5,4.5,4.5,4.0,378
4.0,3.5,4.0,4.0,4.0,124
4.5,4.5,4.0,4.5,4.0,1
5.0,4.0,4.5,5.0,5.0,132
5.0,3.5,2.5,3.0,4.0,-1
4.5,4.5,3.5,4.5,4.5,257
4.0,4.0,4.0,4.0,3.5,38
4.0,4.0,4.0,4.0,4.0,49
4.5,4.5,4.0,4.5,4.5,153
2.5,3.5,3.0,2.0,3.0,751
3.5,2.5,2.5,2.5,2.5,-1
3.0,3.0,3.5,3.0,3.5,747
3.5,3.5,3.0,3.5,3.5,416
4.0,4.0,3.5,3.5,4.0,81
4.0,4.0,4.5,4.0,4.0,12
3.0,3.5,4.0,3.0,3.5,380
5.0,4.0,4.5,4.5,4.5,91
4.5,4.0,4.0,4.0,4.5,131
4.0,4.0,4.5,4.5,4.0,57
3.5,4.0,3.5,3.0,3.0,752
4.0,4.0,4.0,4.0,4.0,49
3.5,3.5,4.0,3.5,3.5,6
3.5,3.5,4.0,4.0,4.0,48
4.0,3.5,4.0,4.5,4.0,335
5.0,4.5,4.5,4.0,4.5,174
4.5,5.0,4.5,4.5,5.0,36
4.0,4.0,4.0,4.0,4.0,49
3.5,3.5,3.0,3.5,4.0,677
4.0,4.0,4.0,4.0,4.0,49
4.5,3.5,3.5,4.0,4.5,527
4.0,3.5,4.5,3.5,3.5,346
4.0,4.5,4.0,3.0,4.0,279
4.0,4.0,3.5,4.0,3.5,167
3.0,3.0,2.0,3.5,3.5,-1
3.5,4.5,2.5,3.0,4.0,-1
4.5,2.0,4.0,2.5,2.0,-1
4.5,4.0,5.0,4.5,5.0,753
4.0,4.0,4.0,4.0,4.5,34
3.5,3.5,4.0,3.5,3.5,6
1.5,2.5,3.5,2.5,2.0,-1
3.5,4.0,4.0,3.0,3.5,117
4.5,4.5,4.0,4.0,4.0,7
3.5,4.5,4.0,3.5,4.5,463
4.5,4.0,3.5,3.5,4.5,630
3.0,3.0,3.0,3.5,3.5,552
3.0,3.0,3.5,3.5,3.0,198
1.5,2.5,3.0,2.0,1.5,754
4.5,4.0,4.5,4.0,4.5,99
4.0,4.0,4.5,4.5,4.5,191
2.5,3.5,3.5,1.0,4.0,-1
2.5,2.0,4.5,3.0,2.0,-1
3.0,3.0,4.0,3.0,3.0,28
5.0,4.0,3.5,3.5,3.5,-1
4.5,4.0,5.0,4.5,4.0,755
3.5,3.0,3.5,3.0,3.0,570
4.5,4.5,4.5,4.5,4.5,59
4.0,4.0,4.5,4.5,4.5,191
4.0,3.5,4.0,3.5,4.0,164
4.0,4.0,3.5,4.0,4.0,35
4.5,4.5,4.0,4.0,4.5,5
4.0,5.0,4.0,4.5,4.0,417
4.5,4.5,4.5,5.0,4.5,317
4.0,3.5,3.5,4.0,4.0,26
3.5,4.0,4.5,4.0,4.0,93
5.0,4.5,4.5,4.5,4.5,85
4.0,3.5,4.5,3.5,4.0,233
5.0,4.5,5.0,4.5,5.0,756
5.0,4.5,3.5,4.0,5.0,-1
4.5,4.5,4.0,4.0,4.5,5
3.0,4.0,3.0,3.5,3.0,757
3.0,3.0,3.0,3.0,3.0,92
4.0,4.0,4.0,2.5,4.0,565
4.0,4.5,4.0,4.0,4.5,70
3.0,3.0,4.0,3.5,3.5,538
4.0,4.5,4.5,4.0,4.5,9
4.5,4.5,4.5,3.0,4.5,758
4.0,3.5,4.0,3.5,3.5,123
4.0,4.5,4.0,4.0,4.0,8
5.0,4.5,3.5,3.0,4.0,-1
4.0,4.0,4.0,3.5,3.5,177
3.5,4.0,4.0,4.0,4.5,467
5.0,4.5,4.5,5.0,4.5,388
4.5,4.5,4.0,5.0,4.5,659
3.5,3.5,4.5,3.5,4.0,121
3.5,4.0,3.5,3.5,4.0,228
4.0,3.5,4.0,3.5,4.0,164
4.0,4.5,3.5,4.0,4.5,421
3.0,2.0,4.0,2.0,3.0,-1
5.0,5.0,4.0,5.0,5.0,759
4.0,3.0,4.5,4.0,3.5,760
3.0,3.5,4.0,3.0,3.5,380
4.0,4.5,4.5,4.5,4.0,378
4.0,3.5,3.5,3.5,3.5,13
4.5,4.5,4.5,4.5,4.5,59
4.5,4.0,4.0,4.0,4.0,25
5.0,4.0,4.5,4.5,5.0,282
4.5,3.0,4.0,4.5,4.5,761
4.5,4.0,2.5,4.5,4.5,-1
3.0,3.0,3.5,3.0,3.0,80
3.5,4.0,4.5,4.0,4.0,93
4.0,3.0,4.5,4.0,4.0,762
4.0,4.5,3.5,4.0,4.0,328
4.0,3.5,2.5,3.5,4.0,763
4.0,4.0,4.0,3.0,4.0,260
3.0,3.0,3.5,3.5,3.0,198
4.0,3.5,4.0,3.5,4.0,164
3.0,3.5,3.5,3.0,3.5,106
4.0,4.0,4.0,4.0,4.0,49
4.5,4.5,4.0,4.0,4.0,7
4.5,4.0,3.5,4.0,4.5,336
4.0,3.0,4.5,3.0,2.5,-1
4.0,4.0,4.0,3.5,4.0,194
4.0,4.0,5.0,4.0,4.0,17
4.0,4.0,4.0,4.0,4.0,49
4.5,3.0,4.5,4.5,4.5,764
2.0,2.0,1.5,2.0,2.5,765
4.0,2.5,4.0,2.5,2.0,-1
4.5,4.5,4.0,4.0,4.5,5
5.0,4.0,3.5,4.0,4.5,766
4.5,4.0,4.0,4.0,4.5,131
3.5,3.5,4.0,3.0,3.0,298
3.5,4.0,3.5,3.5,3.5,149
3.0,4.0,4.0,3.0,3.5,327
4.0,3.5,2.5,2.5,3.0,-1
2.5,2.5,3.5,3.0,2.5,767
5.0,5.0,4.0,4.0,4.0,-1
4.0,4.0,4.0,4.5,4.0,122
4.0,3.5,3.5,3.5,4.0,150
4.5,4.0,4.0,4.5,4.5,135
4.5,4.5,4.5,4.5,4.5,59
3.5,4.0,4.5,4.0,4.0,93
4.0,3.5,3.5,4.0,4.0,26
4.0,4.0,4.5,4.0,4.0,12
4.0,3.5,4.0,4.0,3.5,16
3.5,4.5,3.5,3.5,3.5,768
4.0,4.5,4.0,4.0,4.5,70
5.0,4.5,5.0,4.5,5.0,756
4.0,4.0,4.0,3.0,3.5,313
4.0,4.0,3.5,3.5,4.0,81
4.0,3.5,4.0,3.5,4.0,164
4.0,3.5,4.5,4.0,3.5,360
3.5,4.0,4.0,4.0,4.0,79
4.0,4.0,3.5,4.0,4.0,35
4.0,3.5,3.5,4.0,4.0,26
4.0,4.0,2.0,3.0,3.0,-1
4.5,4.5,5.0,4.5,4.5,213
2.5,2.5,2.5,2.5,2.5,63
4.0,5.0,4.0,4.0,5.0,84
3.5,4.0,4.5,4.5,3.5,769
4.5,4.5,4.0,5.0,4.5,659
4.0,4.5,4.0,4.0,4.0,8
4.5,4.5,4.5,4.5,4.5,59
2.0,2.5,3.0,2.5,2.0,523
4.5,5.0,4.0,4.0,5.0,502
3.0,2.0,3.0,3.5,2.5,-1
4.0,3.5,4.0,4.0,4.0,124
5.0,4.5,4.5,4.5,4.5,85
4.0,3.5,4.0,3.5,4.0,164
4.5,4.5,4.0,4.0,4.5,5
4.0,4.0,4.0,3.5,4.5,101
4.0,4.0,4.5,4.0,4.0,12
4.0,4.0,4.0,4.5,4.0,122
3.0,3.0,2.5,3.5,3.0,-1
3.0,4.0,4.5,3.5,3.0,-1
4.5,4.5,3.0,4.0,4.0,770
4.0,3.0,3.5,3.0,3.5,457
4.5,3.5,4.5,4.0,3.0,-1
4.5,4.0,4.5,4.0,4.5,99
4.0,4.5,5.0,4.5,4.5,638
3.0,3.0,4.0,3.0,3.0,28
3.5,3.5,4.0,3.5,4.0,357
1.0,1.5,2.0,1.5,1.5,232
3.0,3.0,4.0,2.5,3.0,771
4.5,3.5,4.0,4.0,4.5,61
5.0,4.0,4.0,4.0,4.0,343
4.5,3.0,4.5,4.5,5.0,-1
4.0,4.0,4.0,4.0,4.0,49
4.5,4.0,3.0,3.5,4.5,700
4.0,4.5,3.5,3.5,4.0,391
4.0,3.0,3.0,4.5,4.0,-1
4.0,4.5,4.5,4.0,4.0,46
3.5,3.5,4.0,3.5,4.0,357
3.5,3.0,4.0,4.0,4.0,573
3.0,2.0,2.0,3.0,3.0,310
5.0,4.5,4.5,5.0,5.0,495
4.5,4.5,4.0,4.0,4.5,5
4.5,2.5,4.5,3.0,4.0,-1
4.5,5.0,4.0,4.5,5.0,319
2.5,3.0,4.0,2.5,3.0,772
4.0,3.0,4.0,3.5,4.0,616
4.0,4.5,3.5,4.5,4.0,326
4.0,4.0,5.0,4.0,4.0,17
4.0,4.0,4.0,3.5,4.0,194
4.5,3.5,4.0,4.5,4.0,607
4.0,4.0,4.0,4.0,4.0,49
5.0,4.5,4.5,4.5,5.0,212
5.0,4.0,5.0,4.5,4.5,438
2.5,3.5,3.5,3.0,3.0,390
3.5,3.5,3.5,3.5,3.5,134
4.0,3.0,4.0,3.5,3.0,773
2.5,2.0,2.0,2.0,2.0,774
4.0,4.0,3.5,3.5,4.5,246
3.5,4.0,3.5,3.0,3.5,295
4.0,4.0,4.0,4.0,3.5,38
4.0,4.0,4.0,4.5,3.5,775
4.0,2.5,2.5,3.0,3.0,-1
3.5,4.0,4.0,3.5,4.0,89
2.5,3.0,3.5,3.5,3.0,776
4.0,4.5,4.0,4.0,4.5,70
3.5,3.5,4.0,4.0,4.5,777
4.0,4.0,5.0,5.0,3.5,-1
4.0,4.5,4.5,4.0,3.5,778
2.0,3.5,4.0,3.0,3.5,779
4.0,3.0,4.5,4.0,4.0,762
4.0,4.5,4.0,3.5,4.0,21
3.0,3.5,4.5,3.5,3.5,190
4.0,4.5,4.5,5.0,4.5,728
4.0,4.0,3.5,3.5,4.0,81
4.5,3.5,4.5,3.0,4.0,-1
4.0,4.0,4.0,3.5,4.0,194
3.0,3.0,4.5,4.0,3.0,650
4.0,4.5,4.0,4.0,4.5,70
4.0,4.5,3.5,4.0,4.0,328
4.0,3.0,3.0,3.0,4.0,780
4.0,3.5,3.5,2.5,3.5,781
3.0,3.0,3.0,3.0,3.0,92
3.5,3.0,4.0,3.0,3.5,168
4.0,4.0,4.0,3.5,4.0,194
3.0,3.0,4.0,3.5,3.5,538
4.5,4.0,3.5,3.5,4.0,22
4.0,3.0,4.0,3.5,4.5,687
5.0,5.0,3.5,4.0,4.5,-1
3.5,3.0,4.0,3.0,3.5,168
2.5,3.5,4.0,3.5,3.0,782
4.5,3.5,4.0,4.0,3.5,316
2.5,2.0,2.5,2.0,1.5,-1
4.0,4.0,4.0,4.0,4.0,49
3.0,3.0,2.5,3.0,2.5,618
4.0,4.0,4.0,4.0,4.0,49
4.5,3.5,4.0,4.0,4.0,186
3.0,3.0,3.0,2.5,2.5,375
3.5,4.0,5.0,4.0,4.0,685
1.0,2.0,2.5,1.0,1.0,41
5.0,5.0,4.5,4.5,5.0,155
4.0,3.5,4.0,4.0,4.0,124
4.0,4.5,4.5,4.5,4.5,371
4.0,4.0,4.0,4.0,4.0,49
3.5,4.0,4.0,4.0,3.5,90
4.5,4.0,4.5,5.0,5.0,394
4.0,4.0,4.0,4.0,4.5,34
3.5,3.0,3.0,3.5,3.0,587
4.5,4.0,4.0,4.5,4.0,192
3.5,4.0,4.0,4.0,3.5,90
4.5,4.0,4.5,4.5,4.5,136
4.0,4.0,4.5,4.5,4.5,191
4.5,3.0,3.5,3.5,3.5,783
4.5,4.0,4.0,4.5,4.0,192
4.0,3.5,4.0,4.0,4.5,142
4.0,4.5,4.0,3.5,4.5,466
3.5,3.5,4.5,3.5,4.0,121
5.0,5.0,5.0,5.0,5.0,0
5.0,4.5,4.5,4.5,5.0,212
4.0,3.5,4.0,3.5,3.5,123
4.0,4.5,4.0,5.0,4.0,83
4.0,4.0,4.5,5.0,5.0,42
4.0,1.0,2.0,4.0,2.0,-1
3.5,3.0,3.0,3.0,3.0,415
3.0,3.0,2.5,2.0,2.5,-1
3.5,4.0,4.5,3.5,4.0,172
4.0,3.5,4.0,4.5,4.5,349
3.5,3.0,4.0,3.5,3.0,726
4.0,4.5,4.0,4.0,4.0,8
5.0,5.0,4.5,5.0,5.0,519
4.0,4.0,4.0,4.0,4.0,49
4.5,5.0,5.0,4.5,4.0,-1
4.0,4.0,4.0,3.0,4.0,260
2.0,1.5,2.0,1.5,1.5,66
3.5,3.5,3.5,4.0,4.0,322
5.0,4.5,4.0,5.0,4.5,402
3.0,4.0,4.0,3.5,3.0,784
4.0,3.0,2.5,5.0,4.0,-1
4.0,4.5,4.5,4.0,4.0,46
4.5,3.5,4.0,3.5,4.0,264
3.5,3.5,3.5,3.0,3.0,128
4.0,4.5,4.0,4.0,4.0,8
4.0,4.0,4.5,4.0,3.5,236
4.0,4.0,4.0,4.0,4.0,49
3.0,3.5,2.5,2.5,3.5,785
3.0,3.5,5.0,4.0,4.0,-1
4.0,2.5,3.0,3.5,3.5,786
4.5,4.0,4.5,4.0,4.5,99
4.0,4.0,5.0,4.0,4.5,165
2.5,3.0,3.0,2.5,3.0,-1
3.5,3.0,3.0,4.0,3.5,166
5.0,4.5,4.0,4.5,4.5,241
4.5,4.0,4.5,4.0,4.5,99
3.5,3.0,3.5,3.0,3.5,210
3.0,3.0,3.5,3.0,2.5,459
4.0,4.5,4.0,4.0,4.0,8
4.0,3.0,3.0,3.5,3.0,787
3.5,3.0,4.0,4.0,3.0,788
4.5,5.0,4.5,5.0,5.0,428
3.0,3.5,3.0,3.0,3.0,789
3.5,3.5,3.5,3.0,3.0,128
4.0,4.0,4.0,4.5,4.0,122
4.0,3.5,4.0,4.0,4.0,124
3.5,4.5,4.0,3.5,3.5,40
4.0,4.0,4.0,4.0,4.0,49
3.0,3.5,3.5,3.0,4.0,647
5.0,5.0,4.5,4.0,4.5,790
3.0,3.0,2.5,2.5,2.5,791
4.5,4.0,3.5,3.5,4.0,22
3.5,3.5,4.0,4.0,3.5,2
4.0,4.0,4.5,4.0,4.5,10
3.5,3.0,3.5,3.0,3.5,210
4.0,3.5,4.0,4.0,4.0,124
4.5,3.5,4.5,3.5,4.5,668
3.0,3.0,4.0,3.0,3.0,28
5.0,4.5,3.5,5.0,4.5,-1
4.5,4.5,4.0,4.0,4.5,5
4.0,4.0,4.0,4.0,4.5,34
2.5,3.0,3.5,2.5,2.0,-1
4.5,4.0,4.5,4.0,4.5,99
2.5,2.5,3.0,3.0,2.5,69
3.0,3.5,4.0,4.0,4.0,234
3.5,3.5,4.0,3.5,3.5,6
4.0,3.0,4.0,3.5,3.0,773
4.0,4.0,4.5,3.5,3.5,52
3.0,3.0,4.0,3.0,3.0,28
4.0,3.0,4.0,3.0,4.0,792
3.5,3.0,3.5,3.5,3.5,14
3.0,3.5,3.5,2.5,3.0,793
3.5,3.5,4.0,4.0,3.5,2
4.0,4.0,4.0,4.0,4.0,49
4.5,4.0,4.0,4.0,4.5,131
3.0,2.5,3.0,3.0,3.0,58
3.5,3.5,4.0,3.5,4.5,-1
4.5,5.0,4.5,4.5,3.5,-1
4.0,4.0,4.5,4.0,4.0,12
1.0,1.0,2.5,1.5,1.0,-1
2.5,3.5,3.5,3.5,2.5,-1
2.5,3.5,4.0,3.5,2.5,329
3.5,4.0,4.0,4.0,3.5,90
4.5,4.0,4.0,4.0,4.0,25
3.0,2.5,4.0,3.5,3.0,554
3.5,3.5,4.0,3.5,3.0,140
4.0,4.0,4.5,3.5,4.0,94
1.5,1.0,1.5,2.0,2.0,-1
4.0,4.5,4.0,4.5,4.5,148
4.0,4.0,3.5,3.5,4.0,81
2.0,4.0,3.0,2.0,2.0,-1
4.0,4.0,4.5,4.0,4.0,12
4.0,3.5,4.0,3.5,3.5,123
4.0,4.0,4.0,3.5,4.0,194
4.0,3.0,3.5,3.5,4.0,321
4.5,4.0,4.5,4.0,4.5,99
4.0,4.0,4.0,4.0,3.5,38
4.0,4.0,3.5,4.5,3.5,794
5.0,4.5,5.0,4.0,5.0,795
4.5,4.5,4.5,4.5,4.5,59
4.5,3.5,3.5,4.0,4.0,350
5.0,3.0,4.0,4.5,4.5,-1
4.0,4.5,4.5,4.5,3.5,145
4.0,4.0,3.5,4.0,4.0,35
4.5,4.0,5.0,4.5,5.0,753
4.5,4.5,4.0,4.5,4.5,153
3.0,3.0,4.0,2.5,3.0,771
3.0,2.0,3.0,2.5,2.5,342
4.0,3.0,4.0,3.5,4.0,616
5.0,4.0,4.0,5.0,5.0,796
4.5,4.5,4.5,4.0,4.5,60
4.0,4.5,4.0,4.0,4.5,70
1.0,1.0,2.0,1.0,1.0,-1
4.5,4.0,4.0,4.0,4.0,25
3.5,3.5,3.0,3.5,3.5,416
3.5,2.5,3.0,3.0,3.5,521
4.5,4.0,4.0,4.5,4.0,192
3.5,4.0,4.0,3.5,4.0,89
3.5,3.5,3.5,3.5,4.0,219
2.5,3.0,4.0,1.0,3.0,-1
4.5,4.5,4.0,4.0,4.0,7
3.5,4.0,4.5,4.0,4.0,93
3.5,3.5,4.5,3.0,3.0,547
4.5,4.5,4.5,4.5,5.0,220
3.5,3.5,3.5,3.5,4.0,219
3.5,3.0,4.0,3.5,3.0,726
4.0,4.0,4.0,3.5,4.0,194
4.0,4.5,4.0,4.0,4.0,8
4.5,3.5,4.0,3.5,4.5,272
4.0,4.0,4.0,4.0,4.0,49
3.5,3.5,4.0,4.5,4.0,664
4.5,4.0,4.5,4.0,4.5,99
3.0,2.5,3.0,3.0,3.0,58
2.0,3.0,2.5,1.5,1.5,-1
4.0,3.5,4.0,3.0,4.0,592
3.5,3.5,3.5,3.5,3.5,134
3.5,4.0,3.5,3.5,3.5,149
4.0,4.0,4.0,3.5,4.0,194
4.0,4.0,4.0,4.0,4.5,34
4.0,4.5,4.0,5.0,4.5,208
4.0,4.0,3.5,3.5,4.0,81
4.5,4.0,4.0,4.0,4.5,131
4.5,4.0,4.0,4.0,4.0,25
3.5,4.5,4.0,3.5,4.0,288
4.5,4.0,4.5,4.0,4.5,99
5.0,5.0,4.5,4.0,4.0,-1
4.5,4.0,4.5,4.0,4.0,82
4.5,3.5,3.5,4.0,4.0,350
4.0,4.0,4.5,5.0,4.0,627
4.5,4.0,4.5,4.0,4.0,82
4.0,4.0,4.0,4.5,4.5,86
4.0,3.5,4.0,3.5,3.5,123
4.0,3.5,3.5,4.0,3.5,159
3.5,4.0,3.0,3.5,3.5,683
3.5,3.0,3.0,3.5,3.5,482
4.5,4.5,4.5,4.0,4.5,60
3.5,4.0,4.0,3.5,3.5,51
3.5,3.5,3.5,3.5,3.5,134
4.5,4.5,4.0,4.0,4.0,7
4.5,4.5,4.5,4.5,4.5,59
4.0,3.5,4.0,3.5,4.0,164
4.0,4.5,5.0,5.0,4.5,147
4.0,4.0,3.5,4.0,4.5,138
4.5,4.0,4.0,4.0,4.0,25
3.5,3.5,4.0,3.5,3.5,6
2.0,2.5,3.5,2.0,2.0,797
3.5,3.5,3.0,3.5,3.5,416
4.0,4.0,4.5,4.0,4.5,10
3.5,4.0,4.5,4.0,3.5,230
4.5,4.0,4.0,4.5,4.0,192
4.0,4.0,4.0,4.0,4.0,49
4.0,4.5,4.0,5.0,4.5,208
4.5,4.0,4.0,4.5,4.0,192
3.5,4.0,4.0,3.5,4.0,89
4.5,4.0,4.0,4.5,4.5,135
4.0,4.5,5.0,5.0,4.5,147
5.0,4.5,4.0,4.5,5.0,291
3.0,1.5,1.5,1.5,1.5,-1
4.0,3.0,3.5,4.0,4.5,497
4.0,4.5,4.5,4.0,4.5,9
2.0,3.0,2.0,2.5,2.0,-1
3.0,4.0,4.0,3.5,3.0,784
4.0,3.5,3.5,4.0,4.0,26
3.0,2.5,3.5,3.0,3.5,178
4.0,3.5,4.0,4.0,3.0,542
4.0,4.5,4.5,4.5,5.0,409
4.0,3.5,3.5,4.0,4.0,26
4.0,3.5,3.0,4.0,3.5,222
4.0,4.0,4.5,4.5,4.0,57
3.0,3.5,3.0,2.5,3.5,798
4.0,4.5,4.0,4.0,3.5,44
4.0,4.0,4.0,4.0,4.5,34
3.0,3.5,3.5,4.0,3.0,799
4.5,4.0,4.5,4.0,4.0,82
4.0,4.0,4.5,4.5,4.5,191
3.5,3.0,3.0,3.0,3.5,29
4.5,4.0,4.5,4.5,4.5,136
4.5,4.5,4.0,4.0,4.5,5
3.5,3.0,3.5,3.0,3.5,210
4.5,4.0,4.0,4.0,4.0,25
4.0,4.0,3.0,3.5,4.5,193
5.0,5.0,4.5,5.0,5.0,519
3.5,3.5,3.5,3.0,3.5,30
4.0,3.5,4.0,3.5,4.0,164
2.0,3.0,4.0,2.0,2.5,-1
4.5,4.0,4.0,3.5,3.5,157
4.5,3.5,4.0,4.0,3.5,316
4.5,4.0,4.0,4.0,4.5,131
4.0,3.5,3.5,4.5,4.0,611
3.5,3.0,3.5,3.0,3.0,570
3.0,3.0,3.5,3.5,3.0,198
3.5,4.0,3.0,3.0,4.0,545
2.0,3.5,3.5,2.5,2.0,-1
4.0,4.0,4.0,4.5,4.5,86
4.0,3.5,3.5,3.5,4.0,150
3.0,1.5,2.0,1.5,2.0,-1
4.5,4.5,4.0,4.5,4.5,153
4.0,4.0,4.0,4.0,4.5,34
4.0,3.0,3.5,4.0,3.5,268
4.0,4.5,4.0,4.0,4.0,8
2.0,3.0,3.5,2.0,2.0,-1
3.5,3.0,4.0,3.0,3.5,168
4.0,4.0,3.5,4.0,4.0,35
4.0,4.0,4.0,3.0,4.0,260
3.5,3.0,5.0,3.5,3.0,-1
4.0,4.0,3.5,3.5,4.5,246
4.0,4.0,4.0,4.0,4.0,49
3.5,3.5,3.5,3.5,4.0,219
4.5,4.5,4.0,4.5,5.0,433
3.5,4.0,4.0,4.0,4.5,467
4.5,5.0,4.5,4.5,5.0,36
4.5,4.0,4.0,4.0,4.5,131
4.0,3.5,4.0,4.0,3.5,16
3.0,3.0,3.5,3.5,3.5,536
4.0,4.5,4.0,4.0,4.0,8
5.0,3.0,4.0,4.0,4.0,737
4.5,4.5,4.5,4.5,4.5,59
4.5,4.5,5.0,4.0,4.5,800
4.0,4.0,4.5,4.0,4.0,12
4.5,4.0,4.0,4.0,4.0,25
4.0,3.5,4.0,4.0,3.5,16
4.0,4.5,4.0,4.0,4.0,8
4.0,4.0,4.0,3.5,3.5,177
3.5,3.0,3.5,3.0,3.0,570
4.5,4.5,3.5,4.5,4.0,462
4.5,4.0,4.5,4.0,4.5,99
3.5,4.0,4.0,4.0,4.0,79
3.0,3.0,3.0,3.0,3.0,92
2.0,3.0,2.5,3.5,3.0,801
4.5,4.5,4.0,4.0,4.0,7
4.0,3.5,4.0,4.0,4.0,124
3.0,4.0,4.0,3.0,3.5,327
5.0,5.0,4.5,4.5,5.0,155
4.0,3.5,4.5,4.0,4.0,71
4.0,5.0,4.0,4.0,4.0,667
4.5,4.5,4.0,4.0,4.5,5
4.0,4.0,4.0,4.0,4.0,49
4.5,3.0,4.0,3.5,4.0,227
4.0,4.0,3.5,4.0,4.5,138
3.5,3.5,2.5,4.5,4.0,-1
3.5,3.0,4.5,4.5,3.0,-1
4.0,4.0,4.5,3.5,3.5,52
2.0,3.5,4.0,2.0,3.5,-1
3.5,4.0,4.0,4.0,3.5,90
4.0,3.5,4.0,4.0,4.0,124
4.5,4.0,4.0,4.0,4.5,131
3.0,4.0,3.0,3.0,3.0,118
2.0,2.5,3.5,4.0,2.0,-1
4.5,3.5,4.0,4.0,4.5,61
3.0,4.5,4.0,2.0,3.0,-1
4.0,3.5,4.0,4.5,4.0,335
3.0,2.5,3.5,3.0,3.0,292
3.5,4.0,3.5,3.0,3.5,295
4.5,4.0,3.0,3.5,4.0,802
3.5,4.0,4.0,4.0,3.5,90
4.5,4.0,3.5,4.5,4.0,269
4.0,4.0,4.0,4.5,4.0,122
4.0,4.0,4.0,3.5,4.0,194
4.0,3.5,4.0,4.0,3.5,16
3.5,3.0,4.0,4.0,4.0,573
4.0,4.0,4.5,4.0,4.5,10
4.5,4.0,3.5,4.5,4.0,269
4.0,4.0,4.0,3.0,4.0,260
4.0,3.5,4.0,4.0,4.0,124
4.0,4.5,4.0,3.5,4.0,21
3.0,3.5,3.0,2.5,3.5,798
2.5,3.0,3.0,2.0,2.5,541
3.5,4.0,4.0,3.0,3.0,195
3.5,4.0,4.0,4.0,3.5,90
4.0,4.0,4.0,3.5,3.5,177
5.0,4.5,4.5,5.0,4.5,388
4.0,4.0,4.0,4.0,4.0,49
4.0,4.0,4.5,3.5,4.0,94
3.0,3.0,4.0,3.5,3.0,712
3.5,4.0,4.0,3.5,4.0,89
4.5,3.5,4.0,4.0,4.5,61
4.5,3.0,3.5,3.5,4.0,27
4.0,4.5,4.5,4.0,4.0,46
4.0,4.0,4.0,4.0,4.0,49
4.0,3.5,4.5,3.5,4.0,233
4.5,4.0,4.0,3.5,4.0,125
4.5,4.5,5.0,4.0,4.0,803
4.5,5.0,4.0,4.0,4.5,263
3.5,3.5,3.0,4.0,3.5,223
5.0,3.0,3.0,4.0,3.5,-1
4.5,5.0,4.0,4.0,5.0,502
5.0,4.0,4.5,4.5,4.5,91
3.5,3.5,4.0,3.5,3.0,140
4.0,4.0,4.0,4.0,4.5,34
4.0,4.0,3.0,3.5,4.0,56
4.0,4.0,4.5,4.5,4.5,191
4.0,4.0,4.0,4.0,4.0,49
4.0,4.0,4.0,4.0,4.0,49
3.0,3.0,2.5,2.5,3.0,480
4.0,3.5,3.5,4.0,4.5,324
5.0,4.5,4.0,5.0,5.0,504
5.0,4.0,4.5,4.0,4.5,33
2.0,2.0,1.5,1.5,2.0,389
4.0,3.5,3.0,4.0,4.0,187
3.5,4.0,4.0,3.0,3.5,117
2.0,2.5,2.0,1.5,2.0,804
3.5,4.0,4.5,4.0,4.0,93
4.5,3.5,4.0,4.0,3.5,316
4.5,4.0,4.0,4.5,4.5,135
4.5,4.0,4.0,4.0,4.5,131
4.0,4.0,3.0,3.5,3.0,-1
3.5,4.0,4.0,3.0,3.5,117
3.5,3.0,3.0,4.0,2.5,-1
4.0,4.5,4.0,4.5,4.0,203
4.0,3.5,3.5,3.5,4.0,150
4.5,3.0,3.5,4.5,4.0,507
3.5,3.0,4.0,4.0,3.0,788
5.0,4.5,4.5,4.5,4.5,85
4.0,4.0,4.5,4.0,3.5,236
4.0,4.0,4.5,4.5,4.5,191
4.0,4.0,3.5,3.5,4.0,81
4.5,4.0,4.0,4.5,5.0,229
4.0,4.0,4.0,4.0,4.5,34
4.0,4.0,4.0,3.5,4.0,194
2.5,2.5,3.0,2.5,2.5,613
4.0,4.0,4.5,4.0,3.5,236
4.5,4.5,4.0,4.5,4.0,1
4.5,4.0,4.0,4.0,4.5,131
4.0,4.0,4.0,4.0,3.5,38
3.5,4.0,3.5,3.5,4.0,228
4.5,3.5,4.5,4.5,4.0,805
4.5,4.0,4.0,4.0,4.0,25
3.5,4.0,5.0,3.5,4.0,454
4.0,4.0,4.5,4.0,4.0,12
4.5,4.0,5.0,5.0,4.5,363
3.0,3.5,3.5,4.0,3.5,708
4.0,4.0,4.5,4.0,4.5,10
4.5,4.0,3.0,3.5,4.0,802
